id,name,is_tip,is_root,depth,parent_id,branch_length,support,n_children,n_descendants,n_desc_tips,label,meta_taxonomy,meta_geo,meta_inferred_taxonomy,meta_group,meta_species,meta_mitogenome_id
9abb241a-7d5f-4319-8e8a-4fb9eee5dedf,,False,False,9,87d4056c-9b49-43b1-b0ba-0e8aeba1b00b,0.0460068723,"{'bootstrap': 99.5, 'alrt': 100.0}",2,4,3,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Encyrtidae', 'Encyrtinae']",,,
1be3df52-5103-4f94-92bf-98adeb839d2f,,False,False,10,9abb241a-7d5f-4319-8e8a-4fb9eee5dedf,0.0407843531,"{'bootstrap': 99.7, 'alrt': 100.0}",2,2,2,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Encyrtidae', 'Encyrtinae']",,,
52c87df0-033c-4834-961f-e672e62f61c1,Tassonia gloriae NC_082112.1,True,False,11,1be3df52-5103-4f94-92bf-98adeb839d2f,0.2083677196,,0,0,0,Tassonia gloriae NC_082112.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Encyrtidae', 'Encyrtinae', 'Tassonia']",,,all_insects,Tassonia gloriae,NC_082112.1
cd53b7b8-bfac-4fae-9713-fbf9020aadce,Cheiloneurus chinensis NC_084192.1,True,False,11,1be3df52-5103-4f94-92bf-98adeb839d2f,0.1915151324,,0,0,0,Cheiloneurus chinensis NC_084192.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Encyrtidae', 'Encyrtinae', 'Cheiloneurus']",,,all_insects,Cheiloneurus chinensis,NC_084192.1
aaf157dc-37aa-4a0f-877b-d8d7683935c6,Ooencyrtus plautus NC_068223.1,True,False,10,9abb241a-7d5f-4319-8e8a-4fb9eee5dedf,0.1965976144,,0,0,0,Ooencyrtus plautus NC_068223.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Encyrtidae', 'Encyrtinae', 'Ooencyrtus']",,,all_insects,Ooencyrtus plautus,NC_068223.1
362592fb-9f68-47df-ac57-4167fdae1752,,False,False,7,2c70bc56-4337-4704-8394-15f3815046c9,0.1403540814,"{'bootstrap': 100.0, 'alrt': 100.0}",2,2,2,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Pteromalidae', 'Pteromalinae']",,,
70fcab9c-6fb6-480e-93c0-74257c94c3cd,Trichomalopsis sarcophagae NC_066200.1,True,False,8,362592fb-9f68-47df-ac57-4167fdae1752,0.1094383843,,0,0,0,Trichomalopsis sarcophagae NC_066200.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Pteromalidae', 'Pteromalinae', 'Trichomalopsis']",,,all_insects,Trichomalopsis sarcophagae,NC_066200.1
bbb54f1a-a5fc-4d1b-9d5d-501b9deb1848,Nasonia giraulti NC_066199.1,True,False,8,362592fb-9f68-47df-ac57-4167fdae1752,0.0998049603,,0,0,0,Nasonia giraulti NC_066199.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Chalcidoidea', 'Pteromalidae', 'Pteromalinae', 'Nasonia']",,,all_insects,Nasonia giraulti,NC_066199.1
6ac61f5d-bc5b-4b5f-bc02-561bb423bdcd,Andricus mairei NC_068815.1,True,False,6,43469a01-0ecd-4a04-a7ef-1d8f74bfc25f,0.3403670791,,0,0,0,Andricus mairei NC_068815.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Cynipoidea', 'Cynipidae', 'Cynipinae', 'Cynipini', 'Andricus']",,,all_insects,Andricus mairei,NC_068815.1
d646f1b3-c273-40e3-a54b-2d16e11fa334,,False,False,5,276c41dc-9945-4d6f-87ab-0961883bc3d6,0.020807412,"{'bootstrap': 63.1, 'alrt': 41.0}",2,6,4,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita']",,,
42e11b45-7c39-47f7-89e2-0de057fed4dd,,False,False,6,d646f1b3-c273-40e3-a54b-2d16e11fa334,0.0443139743,"{'bootstrap': 98.2, 'alrt': 82.0}",2,4,3,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Ichneumonoidea']",,,
a6936c25-0f94-480e-8153-e1d248703d0e,,False,False,7,42e11b45-7c39-47f7-89e2-0de057fed4dd,0.2015326577,"{'bootstrap': 100.0, 'alrt': 100.0}",2,2,2,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Ichneumonoidea', 'Braconidae', 'Braconinae']",,,
569b49a0-d7f9-4e23-a8c1-f64c25d746e4,Virgulibracon endoxylaphagus NC_062620.1,True,False,8,a6936c25-0f94-480e-8153-e1d248703d0e,0.1681904693,,0,0,0,Virgulibracon endoxylaphagus NC_062620.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Ichneumonoidea', 'Braconidae', 'Braconinae', 'Virgulibracon']",Australia,,all_insects,Virgulibracon endoxylaphagus,NC_062620.1
3b092ee4-f061-4067-9396-0db5f8324bee,Euurobracon yokahamae NC_064332.1,True,False,8,a6936c25-0f94-480e-8153-e1d248703d0e,0.1701524066,,0,0,0,Euurobracon yokahamae NC_064332.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Ichneumonoidea', 'Braconidae', 'Braconinae', 'Euurobracon']",South Korea,,all_insects,Euurobracon yokahamae,NC_064332.1
efe40dc7-b24e-4fa2-8be1-7565a772c63a,Gotra octocincta NC_072299.1,True,False,7,42e11b45-7c39-47f7-89e2-0de057fed4dd,0.3297960487,,0,0,0,Gotra octocincta NC_072299.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Ichneumonoidea', 'Ichneumonidae', 'Cryptinae', 'Mesostenina', 'Gotra']",China,,all_insects,Gotra octocincta,NC_072299.1
f6dcf1c5-c353-4bdc-a645-6f96e1986063,Pristaulacus compressus NC_022849.1,True,False,6,d646f1b3-c273-40e3-a54b-2d16e11fa334,0.4406438764,,0,0,0,Pristaulacus compressus NC_022849.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Evanioidea', 'Aulacidae', 'Pristaulacus']",,,all_insects,Pristaulacus compressus,NC_022849.1
2df1044c-8f40-4272-9f23-a079e73f6b21,Telenomus remus NC_059862.1,True,False,4,7d31bd9a-2227-4c9b-bc88-ccd3508b1328,0.4097937294,,0,0,0,Telenomus remus NC_059862.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Apocrita', 'Proctotrupomorpha', 'Platygastroidea', 'Scelionidae', 'Telenominae', 'Telenomus']",China,,all_insects,Telenomus remus,NC_059862.1
265d5f4c-da78-44cb-93ae-c539f6b5ef9a,,False,False,2,39e9e438-8a35-4fec-be38-66aaeb128e4d,0.0543614428,"{'bootstrap': 100.0, 'alrt': 100.0}",2,6,4,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Tenthredinoidea']",,,
5886569b-a122-4fcb-a0ef-7c8fe4594c8d,,False,False,3,265d5f4c-da78-44cb-93ae-c539f6b5ef9a,0.037879722,"{'bootstrap': 99.5, 'alrt': 99.0}",2,4,3,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Tenthredinoidea']",,,
fd50652e-278f-405c-b716-3ecf3f90e899,,False,False,4,5886569b-a122-4fcb-a0ef-7c8fe4594c8d,0.0738243328,"{'bootstrap': 100.0, 'alrt': 100.0}",2,2,2,,,,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Tenthredinoidea', 'Cimbicidae']",,,
c8b9bb2a-809d-4af5-936f-0095546c0400,Odontocimbex svenhedini NC_068104.1,True,False,5,fd50652e-278f-405c-b716-3ecf3f90e899,0.1333248084,,0,0,0,Odontocimbex svenhedini NC_068104.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Tenthredinoidea', 'Cimbicidae', 'Odontocimbex']",China,,all_insects,Odontocimbex svenhedini,NC_068104.1
acb3c5ba-73a1-496e-9790-e730204bdb62,Abia niui NC_068101.1,True,False,5,fd50652e-278f-405c-b716-3ecf3f90e899,0.1319636007,,0,0,0,Abia niui NC_068101.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Tenthredinoidea', 'Cimbicidae', 'Abia']",China,,all_insects,Abia niui,NC_068101.1
0fd3b97d-24d3-4c12-80c1-5f6b6ec5daf3,Allantus togatus NC_057612.1,True,False,4,5886569b-a122-4fcb-a0ef-7c8fe4594c8d,0.1715541334,,0,0,0,Allantus togatus NC_057612.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Tenthredinoidea', 'Tenthredinidae', 'Allantinae', 'Allantus']",,,all_insects,Allantus togatus,NC_057612.1
355ba371-5998-47d9-a0a0-07775bd46b68,Athalia scapulata NC_067798.1,True,False,3,265d5f4c-da78-44cb-93ae-c539f6b5ef9a,0.2395173738,,0,0,0,Athalia scapulata NC_067798.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Hymenoptera', 'Tenthredinoidea', 'Athaliidae', 'Athalia']",China,,all_insects,Athalia scapulata,NC_067798.1
c2631d2f-9ac0-40ce-8b50-8e4a3e8b174c,Scymnus dongjiuensis PQ873042.1,True,False,1,bbe90126-da41-496f-a57d-6a90ad4c8575,0.3049270701,,0,0,0,Scymnus dongjiuensis PQ873042.1,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Altocrustacea', 'Allotriocarida', 'Hexapoda', 'Insecta', 'Pterygota', 'Neoptera', 'Eumetabola', 'Endopterygota', 'Aparaglossata', 'Neuropteroidea', 'Coleoptera', 'Polyphaga', 'Cucujiformia', 'Coccinelloidea', 'Coccinellidae', 'Scymninae', 'Scymnini', 'Scymnus']",,,control,Scymnus dongjiuensis,PQ873042.1
